Genes,ID
A1BG,ILMN_1736007
A1BG,ILMN_2055271
A1CF,ILMN_1779670
A1CF,ILMN_1806310
A1CF,ILMN_2383229
A2M,ILMN_1745607
A2ML1,ILMN_2136495
A4GALT,ILMN_1735045
AAAS,ILMN_1755321
AACS,ILMN_1698554
AADAT,ILMN_1726986
AADAT,ILMN_1809959
AADAT,ILMN_2270015
AADAT,ILMN_2357031
AAK1,ILMN_1674273
AAK1,ILMN_1688755
AAK1,ILMN_1689211
AAK1,ILMN_1880387
AAMP,ILMN_1653165
AANAT,ILMN_1729835
AARS,ILMN_1662364
AARS2,ILMN_1674698
AASDH,ILMN_1784269
AASDHPPT,ILMN_1698189
AASDHPPT,ILMN_2096191
AASS,ILMN_1678323
AASS,ILMN_2157219
AATF,ILMN_1703743
AATK,ILMN_1687609
AATK,ILMN_1699334
AATK,ILMN_2068874
ABAT,ILMN_1670117
ABAT,ILMN_1805104
ABAT,ILMN_2404407
ABCA1,ILMN_1766054
ABCA12,ILMN_1750250
ABCA12,ILMN_2361400
ABCA13,ILMN_1704579
ABCA2,ILMN_1687636
ABCA2,ILMN_1747627
ABCA3,ILMN_1758523
ABCA5,ILMN_1722286
ABCA5,ILMN_1749001
ABCA5,ILMN_1784176
ABCA6,ILMN_1701551
ABCA6,ILMN_1795507
ABCA7,ILMN_1729894
ABCA7,ILMN_1743205
ABCA8,ILMN_1796801
ABCA8,ILMN_2129886
ABCA9,ILMN_1668446
ABCA9,ILMN_1720501
ABCB1,ILMN_1812070
ABCB1,ILMN_2094875
ABCB10,ILMN_1665730
ABCB11,ILMN_2232066
ABCB4,ILMN_1767349
ABCB5,ILMN_1658257
ABCB6,ILMN_2193980
ABCB7,ILMN_1687840
ABCB8,ILMN_2102422
ABCB9,ILMN_1788928
ABCB9,ILMN_2343047
ABCB9,ILMN_2343048
ABCC10,ILMN_1776119
ABCC11,ILMN_1713008
ABCC11,ILMN_1732140
ABCC11,ILMN_2358714
ABCC12,ILMN_1762093
ABCC3,ILMN_1677814
ABCC4,ILMN_1788457
ABCC4,ILMN_2194009
ABCC5,ILMN_1651964
ABCC5,ILMN_1706531
ABCC5,ILMN_2302358
ABCC8,ILMN_1767129
ABCC9,ILMN_1746196
ABCC9,ILMN_1751453
ABCD1,ILMN_1772189
ABCD2,ILMN_1652959
ABCD2,ILMN_2198897
ABCD3,ILMN_1674032
ABCE1,ILMN_1676846
ABCE1,ILMN_2330267
ABCF1,ILMN_1763875
ABCF1,ILMN_2392635
ABCF2,ILMN_1669201
ABCF2,ILMN_1781999
ABCF2,ILMN_2284941
ABCF3,ILMN_1810085
ABCG1,ILMN_1658176
ABCG1,ILMN_1695968
ABCG1,ILMN_1794782
ABCG1,ILMN_2262362
ABCG1,ILMN_2329927
ABCG2,ILMN_1789641
ABCG4,ILMN_1779470
ABHD1,ILMN_1743371
ABHD10,ILMN_1770031
ABHD11,ILMN_1737475
ABHD11,ILMN_1753912
ABHD12,ILMN_1745116
ABHD12,ILMN_2245305
ABHD12,ILMN_2318685
ABHD13,ILMN_1785285
ABHD13,ILMN_2073969
ABHD14B,ILMN_2227533
ABHD2,ILMN_1723662
ABHD2,ILMN_1748251
ABHD2,ILMN_1787618
ABHD2,ILMN_2403446
ABHD3,ILMN_1801767
ABHD4,ILMN_1700633
ABHD5,ILMN_1655702
ABHD8,ILMN_1712707
ABI1,ILMN_1739081
ABI1,ILMN_2329958
ABI2,ILMN_1707274
ABI3,ILMN_1755658
ABI3BP,ILMN_1673639
ABL1,ILMN_1708922
ABL1,ILMN_1713732
ABL1,ILMN_2268241
ABL2,ILMN_1657870
ABL2,ILMN_1741628
ABL2,ILMN_2240003
ABLIM1,ILMN_1696682
ABLIM1,ILMN_1731610
ABLIM1,ILMN_1785424
ABLIM1,ILMN_2396672
ABLIM2,ILMN_1758825
ABLIM3,ILMN_1656940
ABO,ILMN_1656979
ABR,ILMN_1655114
ABR,ILMN_1657045
ABR,ILMN_1672878
ABRA,ILMN_1766991
ABT1,ILMN_1658083
ABTB1,ILMN_1802096
ABTB2,ILMN_1753370
ACAA1,ILMN_1738921
ACAA2,ILMN_1660199
ACACA,ILMN_1667641
ACACA,ILMN_1772123
ACACA,ILMN_2331636
ACACB,ILMN_1763852
ACAD10,ILMN_1687303
ACAD8,ILMN_1724699
ACAD8,ILMN_2225595
ACAD9,ILMN_1775579
ACADL,ILMN_1660890
ACADM,ILMN_1778104
ACADM,ILMN_2053679
ACADS,ILMN_1795104
ACADSB,ILMN_1670437
ACADSB,ILMN_1740920
ACADVL,ILMN_1806408
ACADVL,ILMN_2263466
ACADVL,ILMN_2352009
ACAN,ILMN_1693148
ACAN,ILMN_1777182
ACAT1,ILMN_1800008
ACAT2,ILMN_1708672
ACAT2,ILMN_2133799
ACBD3,ILMN_1665945
ACBD4,ILMN_1676288
